category_code,p_code,p_group,kind_name_new,rank,unit,price,date
AW_A00163,AW_A00163,팽이버섯,팽이버섯(5kg),중품,5kg,"12,000",2021-08-23
AW_A00105,AW_A00105,새송이버섯,새송이버섯(2kg),상품,2kg,"9,000",2021-08-23
AW_A00106,AW_A00106,새송이버섯,새송이버섯(2kg),중품,2kg,"7,000",2021-08-23
AW_A00143,AW_A00143,참깨,참깨(백색)(국산),상품,30kg,,2021-08-21
AW_A00145,AW_A00145,참깨,참깨(중국)(30kg),중품,30kg,,2021-08-21
AW_A00046,AW_A00046,들깨,들깨(국산)(22.5kg),상품,22.5kg,,2021-08-21
AW_A00047,AW_A00047,들깨,들깨(수입)(45kg),중품,45kg,,2021-08-21
AW_A00050,AW_A00050,땅콩,땅콩(국산)(30kg),상품,30kg,,2021-08-21
AW_A00035,AW_A00035,느타리버섯,느타리버섯(2kg),상품,2kg,,2021-08-21
AW_A00036,AW_A00036,느타리버섯,느타리버섯(2kg),중품,2kg,,2021-08-21
AW_A00118,AW_A00118,느타리버섯,애느타리버섯(2kg),상품,2kg,,2021-08-21
AW_A00119,AW_A00119,느타리버섯,애느타리버섯(2kg),중품,2kg,,2021-08-21
AW_A00162,AW_A00162,팽이버섯,팽이버섯(5kg),상품,5kg,,2021-08-21
AW_A00163,AW_A00163,팽이버섯,팽이버섯(5kg),중품,5kg,,2021-08-21
AW_A00105,AW_A00105,새송이버섯,새송이버섯(2kg),상품,2kg,,2021-08-21
AW_A00106,AW_A00106,새송이버섯,새송이버섯(2kg),중품,2kg,,2021-08-21
AW_A00143,AW_A00143,참깨,참깨(백색)(국산),상품,30kg,"840,000",2021-08-20
AW_A00145,AW_A00145,참깨,참깨(중국)(30kg),중품,30kg,"196,000",2021-08-20
AW_A00046,AW_A00046,들깨,들깨(국산)(22.5kg),상품,22.5kg,"337,500",2021-08-20
AW_A00047,AW_A00047,들깨,들깨(수입)(45kg),중품,45kg,"536,000",2021-08-20
AW_A00050,AW_A00050,땅콩,땅콩(국산)(30kg),상품,30kg,"490,000",2021-08-20
AW_A00035,AW_A00035,느타리버섯,느타리버섯(2kg),상품,2kg,"6,000",2021-08-20
AW_A00036,AW_A00036,느타리버섯,느타리버섯(2kg),중품,2kg,"5,000",2021-08-20
AW_A00118,AW_A00118,느타리버섯,애느타리버섯(2kg),상품,2kg,"7,000",2021-08-20
AW_A00119,AW_A00119,느타리버섯,애느타리버섯(2kg),중품,2kg,"6,000",2021-08-20
AW_A00162,AW_A00162,팽이버섯,팽이버섯(5kg),상품,5kg,"12,300",2021-08-20
AW_A00163,AW_A00163,팽이버섯,팽이버섯(5kg),중품,5kg,"11,300",2021-08-20
AW_A00105,AW_A00105,새송이버섯,새송이버섯(2kg),상품,2kg,"9,000",2021-08-20
AW_A00106,AW_A00106,새송이버섯,새송이버섯(2kg),중품,2kg,"7,000",2021-08-20
AW_A00143,AW_A00143,참깨,참깨(백색)(국산),상품,30kg,"840,000",2021-08-19
AW_A00145,AW_A00145,참깨,참깨(중국)(30kg),중품,30kg,"196,000",2021-08-19
AW_A00046,AW_A00046,들깨,들깨(국산)(22.5kg),상품,22.5kg,"337,500",2021-08-19
AW_A00047,AW_A00047,들깨,들깨(수입)(45kg),중품,45kg,"536,000",2021-08-19
AW_A00050,AW_A00050,땅콩,땅콩(국산)(30kg),상품,30kg,"490,000",2021-08-19
AW_A00035,AW_A00035,느타리버섯,느타리버섯(2kg),상품,2kg,"5,330",2021-08-19
AW_A00036,AW_A00036,느타리버섯,느타리버섯(2kg),중품,2kg,"4,330",2021-08-19
AW_A00118,AW_A00118,느타리버섯,애느타리버섯(2kg),상품,2kg,"7,000",2021-08-19
AW_A00119,AW_A00119,느타리버섯,애느타리버섯(2kg),중품,2kg,"6,000",2021-08-19
AW_A00162,AW_A00162,팽이버섯,팽이버섯(5kg),상품,5kg,"12,000",2021-08-19
AW_A00163,AW_A00163,팽이버섯,팽이버섯(5kg),중품,5kg,"11,000",2021-08-19
AW_A00105,AW_A00105,새송이버섯,새송이버섯(2kg),상품,2kg,"9,000",2021-08-19
AW_A00106,AW_A00106,새송이버섯,새송이버섯(2kg),중품,2kg,"7,000",2021-08-19
AW_A00143,AW_A00143,참깨,참깨(백색)(국산),상품,30kg,"840,000",2021-08-18
AW_A00145,AW_A00145,참깨,참깨(중국)(30kg),중품,30kg,"196,000",2021-08-18
AW_A00046,AW_A00046,들깨,들깨(국산)(22.5kg),상품,22.5kg,"337,500",2021-08-18
AW_A00047,AW_A00047,들깨,들깨(수입)(45kg),중품,45kg,"536,000",2021-08-18
AW_A00050,AW_A00050,땅콩,땅콩(국산)(30kg),상품,30kg,"490,000",2021-08-18
AW_A00035,AW_A00035,느타리버섯,느타리버섯(2kg),상품,2kg,"6,000",2021-08-18
AW_A00036,AW_A00036,느타리버섯,느타리버섯(2kg),중품,2kg,"5,000",2021-08-18
AW_A00118,AW_A00118,느타리버섯,애느타리버섯(2kg),상품,2kg,"7,330",2021-08-18
AW_A00119,AW_A00119,느타리버섯,애느타리버섯(2kg),중품,2kg,"6,330",2021-08-18
AW_A00162,AW_A00162,팽이버섯,팽이버섯(5kg),상품,5kg,"10,600",2021-08-18
AW_A00163,AW_A00163,팽이버섯,팽이버섯(5kg),중품,5kg,"9,660",2021-08-18
AW_A00105,AW_A00105,새송이버섯,새송이버섯(2kg),상품,2kg,"9,000",2021-08-18
AW_A00106,AW_A00106,새송이버섯,새송이버섯(2kg),중품,2kg,"7,000",2021-08-18
AW_A00143,AW_A00143,참깨,참깨(백색)(국산),상품,30kg,"840,000",2021-08-17
AW_A00145,AW_A00145,참깨,참깨(중국)(30kg),중품,30kg,"196,000",2021-08-17
AW_A00046,AW_A00046,들깨,들깨(국산)(22.5kg),상품,22.5kg,"337,500",2021-08-17
AW_A00047,AW_A00047,들깨,들깨(수입)(45kg),중품,45kg,"536,000",2021-08-17
AW_A00050,AW_A00050,땅콩,땅콩(국산)(30kg),상품,30kg,"490,000",2021-08-17
AW_A00035,AW_A00035,느타리버섯,느타리버섯(2kg),상품,2kg,"6,330",2021-08-17
AW_A00036,AW_A00036,느타리버섯,느타리버섯(2kg),중품,2kg,"5,330",2021-08-17
AW_A00118,AW_A00118,느타리버섯,애느타리버섯(2kg),상품,2kg,"7,660",2021-08-17
AW_A00119,AW_A00119,느타리버섯,애느타리버섯(2kg),중품,2kg,"6,660",2021-08-17
AW_A00162,AW_A00162,팽이버섯,팽이버섯(5kg),상품,5kg,"10,300",2021-08-17
AW_A00163,AW_A00163,팽이버섯,팽이버섯(5kg),중품,5kg,"9,330",2021-08-17
AW_A00105,AW_A00105,새송이버섯,새송이버섯(2kg),상품,2kg,"9,000",2021-08-17
AW_A00106,AW_A00106,새송이버섯,새송이버섯(2kg),중품,2kg,"7,000",2021-08-17
AW_A00143,AW_A00143,참깨,참깨(백색)(국산),상품,30kg,,2021-08-16
AW_A00145,AW_A00145,참깨,참깨(중국)(30kg),중품,30kg,,2021-08-16
AW_A00046,AW_A00046,들깨,들깨(국산)(22.5kg),상품,22.5kg,,2021-08-16
AW_A00047,AW_A00047,들깨,들깨(수입)(45kg),중품,45kg,,2021-08-16
AW_A00050,AW_A00050,땅콩,땅콩(국산)(30kg),상품,30kg,,2021-08-16
AW_A00035,AW_A00035,느타리버섯,느타리버섯(2kg),상품,2kg,,2021-08-16
AW_A00036,AW_A00036,느타리버섯,느타리버섯(2kg),중품,2kg,,2021-08-16
AW_A00118,AW_A00118,느타리버섯,애느타리버섯(2kg),상품,2kg,,2021-08-16
AW_A00119,AW_A00119,느타리버섯,애느타리버섯(2kg),중품,2kg,,2021-08-16
AW_A00162,AW_A00162,팽이버섯,팽이버섯(5kg),상품,5kg,,2021-08-16
AW_A00163,AW_A00163,팽이버섯,팽이버섯(5kg),중품,5kg,,2021-08-16
AW_A00105,AW_A00105,새송이버섯,새송이버섯(2kg),상품,2kg,,2021-08-16
AW_A00106,AW_A00106,새송이버섯,새송이버섯(2kg),중품,2kg,,2021-08-16
AW_A00143,AW_A00143,참깨,참깨(백색)(국산),상품,30kg,,2021-08-14
AW_A00145,AW_A00145,참깨,참깨(중국)(30kg),중품,30kg,,2021-08-14
AW_A00046,AW_A00046,들깨,들깨(국산)(22.5kg),상품,22.5kg,,2021-08-14
AW_A00047,AW_A00047,들깨,들깨(수입)(45kg),중품,45kg,,2021-08-14
AW_A00050,AW_A00050,땅콩,땅콩(국산)(30kg),상품,30kg,,2021-08-14
AW_A00035,AW_A00035,느타리버섯,느타리버섯(2kg),상품,2kg,,2021-08-14
AW_A00036,AW_A00036,느타리버섯,느타리버섯(2kg),중품,2kg,,2021-08-14
AW_A00118,AW_A00118,느타리버섯,애느타리버섯(2kg),상품,2kg,,2021-08-14
AW_A00119,AW_A00119,느타리버섯,애느타리버섯(2kg),중품,2kg,,2021-08-14
AW_A00162,AW_A00162,팽이버섯,팽이버섯(5kg),상품,5kg,,2021-08-14
AW_A00163,AW_A00163,팽이버섯,팽이버섯(5kg),중품,5kg,,2021-08-14
AW_A00105,AW_A00105,새송이버섯,새송이버섯(2kg),상품,2kg,,2021-08-14
AW_A00106,AW_A00106,새송이버섯,새송이버섯(2kg),중품,2kg,,2021-08-14
AW_A00143,AW_A00143,참깨,참깨(백색)(국산),상품,30kg,"840,000",2021-08-13
AW_A00145,AW_A00145,참깨,참깨(중국)(30kg),중품,30kg,"196,000",2021-08-13
AW_A00046,AW_A00046,들깨,들깨(국산)(22.5kg),상품,22.5kg,"337,500",2021-08-13
AW_A00047,AW_A00047,들깨,들깨(수입)(45kg),중품,45kg,"536,000",2021-08-13
AW_A00050,AW_A00050,땅콩,땅콩(국산)(30kg),상품,30kg,"490,000",2021-08-13
AW_A00035,AW_A00035,느타리버섯,느타리버섯(2kg),상품,2kg,"6,000",2021-08-13
AW_A00036,AW_A00036,느타리버섯,느타리버섯(2kg),중품,2kg,"5,000",2021-08-13
AW_A00118,AW_A00118,느타리버섯,애느타리버섯(2kg),상품,2kg,"8,000",2021-08-13
AW_A00119,AW_A00119,느타리버섯,애느타리버섯(2kg),중품,2kg,"7,000",2021-08-13
AW_A00162,AW_A00162,팽이버섯,팽이버섯(5kg),상품,5kg,"9,660",2021-08-13
AW_A00163,AW_A00163,팽이버섯,팽이버섯(5kg),중품,5kg,"8,660",2021-08-13
AW_A00105,AW_A00105,새송이버섯,새송이버섯(2kg),상품,2kg,"9,000",2021-08-13
AW_A00106,AW_A00106,새송이버섯,새송이버섯(2kg),중품,2kg,"7,000",2021-08-13
AW_A00143,AW_A00143,참깨,참깨(백색)(국산),상품,30kg,"840,000",2021-08-12
AW_A00145,AW_A00145,참깨,참깨(중국)(30kg),중품,30kg,"196,000",2021-08-12
AW_A00046,AW_A00046,들깨,들깨(국산)(22.5kg),상품,22.5kg,"345,000",2021-08-12
AW_A00047,AW_A00047,들깨,들깨(수입)(45kg),중품,45kg,"536,000",2021-08-12
AW_A00050,AW_A00050,땅콩,땅콩(국산)(30kg),상품,30kg,"490,000",2021-08-12
AW_A00035,AW_A00035,느타리버섯,느타리버섯(2kg),상품,2kg,"6,000",2021-08-12
AW_A00036,AW_A00036,느타리버섯,느타리버섯(2kg),중품,2kg,"5,000",2021-08-12
AW_A00118,AW_A00118,느타리버섯,애느타리버섯(2kg),상품,2kg,"7,000",2021-08-12
AW_A00119,AW_A00119,느타리버섯,애느타리버섯(2kg),중품,2kg,"6,000",2021-08-12
AW_A00162,AW_A00162,팽이버섯,팽이버섯(5kg),상품,5kg,"10,000",2021-08-12
AW_A00163,AW_A00163,팽이버섯,팽이버섯(5kg),중품,5kg,"9,000",2021-08-12
AW_A00105,AW_A00105,새송이버섯,새송이버섯(2kg),상품,2kg,"9,000",2021-08-12
AW_A00106,AW_A00106,새송이버섯,새송이버섯(2kg),중품,2kg,"7,000",2021-08-12
AW_A00143,AW_A00143,참깨,참깨(백색)(국산),상품,30kg,"840,000",2021-08-11
AW_A00145,AW_A00145,참깨,참깨(중국)(30kg),중품,30kg,"196,000",2021-08-11
AW_A00046,AW_A00046,들깨,들깨(국산)(22.5kg),상품,22.5kg,"352,500",2021-08-11
AW_A00047,AW_A00047,들깨,들깨(수입)(45kg),중품,45kg,"536,000",2021-08-11
AW_A00050,AW_A00050,땅콩,땅콩(국산)(30kg),상품,30kg,"490,000",2021-08-11
AW_A00035,AW_A00035,느타리버섯,느타리버섯(2kg),상품,2kg,"6,000",2021-08-11
AW_A00036,AW_A00036,느타리버섯,느타리버섯(2kg),중품,2kg,"5,000",2021-08-11
AW_A00118,AW_A00118,느타리버섯,애느타리버섯(2kg),상품,2kg,"6,660",2021-08-11
AW_A00119,AW_A00119,느타리버섯,애느타리버섯(2kg),중품,2kg,"5,660",2021-08-11
AW_A00162,AW_A00162,팽이버섯,팽이버섯(5kg),상품,5kg,"10,300",2021-08-11
AW_A00163,AW_A00163,팽이버섯,팽이버섯(5kg),중품,5kg,"9,330",2021-08-11
AW_A00105,AW_A00105,새송이버섯,새송이버섯(2kg),상품,2kg,"8,000",2021-08-11
AW_A00106,AW_A00106,새송이버섯,새송이버섯(2kg),중품,2kg,"6,000",2021-08-11
AW_A00143,AW_A00143,참깨,참깨(백색)(국산),상품,30kg,"840,000",2021-08-10
AW_A00145,AW_A00145,참깨,참깨(중국)(30kg),중품,30kg,"196,000",2021-08-10
AW_A00046,AW_A00046,들깨,들깨(국산)(22.5kg),상품,22.5kg,"352,500",2021-08-10
AW_A00047,AW_A00047,들깨,들깨(수입)(45kg),중품,45kg,"536,000",2021-08-10
AW_A00050,AW_A00050,땅콩,땅콩(국산)(30kg),상품,30kg,"490,000",2021-08-10
AW_A00035,AW_A00035,느타리버섯,느타리버섯(2kg),상품,2kg,"6,000",2021-08-10
AW_A00036,AW_A00036,느타리버섯,느타리버섯(2kg),중품,2kg,"5,000",2021-08-10
AW_A00118,AW_A00118,느타리버섯,애느타리버섯(2kg),상품,2kg,"7,000",2021-08-10
AW_A00119,AW_A00119,느타리버섯,애느타리버섯(2kg),중품,2kg,"6,000",2021-08-10
AW_A00162,AW_A00162,팽이버섯,팽이버섯(5kg),상품,5kg,"12,000",2021-08-10
AW_A00163,AW_A00163,팽이버섯,팽이버섯(5kg),중품,5kg,"11,000",2021-08-10
AW_A00105,AW_A00105,새송이버섯,새송이버섯(2kg),상품,2kg,"7,660",2021-08-10
AW_A00106,AW_A00106,새송이버섯,새송이버섯(2kg),중품,2kg,"5,660",2021-08-10
AW_A00143,AW_A00143,참깨,참깨(백색)(국산),상품,30kg,"905,000",2021-08-09
AW_A00145,AW_A00145,참깨,참깨(중국)(30kg),중품,30kg,"196,000",2021-08-09
AW_A00046,AW_A00046,들깨,들깨(국산)(22.5kg),상품,22.5kg,"352,500",2021-08-09
AW_A00047,AW_A00047,들깨,들깨(수입)(45kg),중품,45kg,"536,000",2021-08-09
AW_A00050,AW_A00050,땅콩,땅콩(국산)(30kg),상품,30kg,"490,000",2021-08-09
AW_A00035,AW_A00035,느타리버섯,느타리버섯(2kg),상품,2kg,"6,000",2021-08-09
AW_A00036,AW_A00036,느타리버섯,느타리버섯(2kg),중품,2kg,"5,000",2021-08-09
AW_A00118,AW_A00118,느타리버섯,애느타리버섯(2kg),상품,2kg,"7,330",2021-08-09
AW_A00119,AW_A00119,느타리버섯,애느타리버섯(2kg),중품,2kg,"6,330",2021-08-09
AW_A00162,AW_A00162,팽이버섯,팽이버섯(5kg),상품,5kg,"14,600",2021-08-09
AW_A00163,AW_A00163,팽이버섯,팽이버섯(5kg),중품,5kg,"13,600",2021-08-09
AW_A00105,AW_A00105,새송이버섯,새송이버섯(2kg),상품,2kg,"8,000",2021-08-09
AW_A00106,AW_A00106,새송이버섯,새송이버섯(2kg),중품,2kg,"6,000",2021-08-09
AW_A00143,AW_A00143,참깨,참깨(백색)(국산),상품,30kg,,2021-08-07
AW_A00145,AW_A00145,참깨,참깨(중국)(30kg),중품,30kg,,2021-08-07
AW_A00046,AW_A00046,들깨,들깨(국산)(22.5kg),상품,22.5kg,,2021-08-07
AW_A00047,AW_A00047,들깨,들깨(수입)(45kg),중품,45kg,,2021-08-07
AW_A00050,AW_A00050,땅콩,땅콩(국산)(30kg),상품,30kg,,2021-08-07
AW_A00035,AW_A00035,느타리버섯,느타리버섯(2kg),상품,2kg,,2021-08-07
AW_A00036,AW_A00036,느타리버섯,느타리버섯(2kg),중품,2kg,,2021-08-07
AW_A00118,AW_A00118,느타리버섯,애느타리버섯(2kg),상품,2kg,,2021-08-07
AW_A00119,AW_A00119,느타리버섯,애느타리버섯(2kg),중품,2kg,,2021-08-07
AW_A00162,AW_A00162,팽이버섯,팽이버섯(5kg),상품,5kg,,2021-08-07
AW_A00163,AW_A00163,팽이버섯,팽이버섯(5kg),중품,5kg,,2021-08-07
AW_A00105,AW_A00105,새송이버섯,새송이버섯(2kg),상품,2kg,,2021-08-07
AW_A00106,AW_A00106,새송이버섯,새송이버섯(2kg),중품,2kg,,2021-08-07
AW_A00143,AW_A00143,참깨,참깨(백색)(국산),상품,30kg,"905,000",2021-08-06
AW_A00145,AW_A00145,참깨,참깨(중국)(30kg),중품,30kg,"196,000",2021-08-06
AW_A00046,AW_A00046,들깨,들깨(국산)(22.5kg),상품,22.5kg,"352,500",2021-08-06
AW_A00047,AW_A00047,들깨,들깨(수입)(45kg),중품,45kg,"536,000",2021-08-06
AW_A00050,AW_A00050,땅콩,땅콩(국산)(30kg),상품,30kg,"490,000",2021-08-06
AW_A00035,AW_A00035,느타리버섯,느타리버섯(2kg),상품,2kg,"6,000",2021-08-06
AW_A00036,AW_A00036,느타리버섯,느타리버섯(2kg),중품,2kg,"5,000",2021-08-06
AW_A00118,AW_A00118,느타리버섯,애느타리버섯(2kg),상품,2kg,"8,000",2021-08-06
AW_A00119,AW_A00119,느타리버섯,애느타리버섯(2kg),중품,2kg,"7,000",2021-08-06
AW_A00162,AW_A00162,팽이버섯,팽이버섯(5kg),상품,5kg,"15,000",2021-08-06
AW_A00163,AW_A00163,팽이버섯,팽이버섯(5kg),중품,5kg,"14,000",2021-08-06
AW_A00105,AW_A00105,새송이버섯,새송이버섯(2kg),상품,2kg,"9,000",2021-08-06
AW_A00106,AW_A00106,새송이버섯,새송이버섯(2kg),중품,2kg,"7,000",2021-08-06
AW_A00143,AW_A00143,참깨,참깨(백색)(국산),상품,30kg,"905,000",2021-08-05
AW_A00145,AW_A00145,참깨,참깨(중국)(30kg),중품,30kg,"196,000",2021-08-05
AW_A00046,AW_A00046,들깨,들깨(국산)(22.5kg),상품,22.5kg,"352,500",2021-08-05
AW_A00047,AW_A00047,들깨,들깨(수입)(45kg),중품,45kg,"536,000",2021-08-05
AW_A00050,AW_A00050,땅콩,땅콩(국산)(30kg),상품,30kg,"490,000",2021-08-05
AW_A00035,AW_A00035,느타리버섯,느타리버섯(2kg),상품,2kg,"6,000",2021-08-05
AW_A00036,AW_A00036,느타리버섯,느타리버섯(2kg),중품,2kg,"5,000",2021-08-05
AW_A00118,AW_A00118,느타리버섯,애느타리버섯(2kg),상품,2kg,"7,330",2021-08-05
AW_A00119,AW_A00119,느타리버섯,애느타리버섯(2kg),중품,2kg,"6,330",2021-08-05
AW_A00162,AW_A00162,팽이버섯,팽이버섯(5kg),상품,5kg,"11,000",2021-08-05
AW_A00163,AW_A00163,팽이버섯,팽이버섯(5kg),중품,5kg,"10,000",2021-08-05
AW_A00105,AW_A00105,새송이버섯,새송이버섯(2kg),상품,2kg,"8,330",2021-08-05
AW_A00106,AW_A00106,새송이버섯,새송이버섯(2kg),중품,2kg,"6,330",2021-08-05
AW_A00143,AW_A00143,참깨,참깨(백색)(국산),상품,30kg,"905,000",2021-08-04
AW_A00145,AW_A00145,참깨,참깨(중국)(30kg),중품,30kg,"196,000",2021-08-04
AW_A00046,AW_A00046,들깨,들깨(국산)(22.5kg),상품,22.5kg,"352,500",2021-08-04
AW_A00047,AW_A00047,들깨,들깨(수입)(45kg),중품,45kg,"536,000",2021-08-04
AW_A00050,AW_A00050,땅콩,땅콩(국산)(30kg),상품,30kg,"490,000",2021-08-04
AW_A00035,AW_A00035,느타리버섯,느타리버섯(2kg),상품,2kg,"6,000",2021-08-04
AW_A00036,AW_A00036,느타리버섯,느타리버섯(2kg),중품,2kg,"5,000",2021-08-04
AW_A00118,AW_A00118,느타리버섯,애느타리버섯(2kg),상품,2kg,"8,000",2021-08-04
AW_A00119,AW_A00119,느타리버섯,애느타리버섯(2kg),중품,2kg,"7,000",2021-08-04
AW_A00162,AW_A00162,팽이버섯,팽이버섯(5kg),상품,5kg,"11,300",2021-08-04
AW_A00163,AW_A00163,팽이버섯,팽이버섯(5kg),중품,5kg,"10,300",2021-08-04
AW_A00105,AW_A00105,새송이버섯,새송이버섯(2kg),상품,2kg,"7,660",2021-08-04
AW_A00106,AW_A00106,새송이버섯,새송이버섯(2kg),중품,2kg,"5,660",2021-08-04
AW_A00143,AW_A00143,참깨,참깨(백색)(국산),상품,30kg,"905,000",2021-08-03
AW_A00145,AW_A00145,참깨,참깨(중국)(30kg),중품,30kg,"196,000",2021-08-03
AW_A00046,AW_A00046,들깨,들깨(국산)(22.5kg),상품,22.5kg,"352,500",2021-08-03
AW_A00047,AW_A00047,들깨,들깨(수입)(45kg),중품,45kg,"536,000",2021-08-03
AW_A00050,AW_A00050,땅콩,땅콩(국산)(30kg),상품,30kg,"490,000",2021-08-03
AW_A00035,AW_A00035,느타리버섯,느타리버섯(2kg),상품,2kg,"6,000",2021-08-03
AW_A00036,AW_A00036,느타리버섯,느타리버섯(2kg),중품,2kg,"5,000",2021-08-03
AW_A00118,AW_A00118,느타리버섯,애느타리버섯(2kg),상품,2kg,"9,330",2021-08-03
AW_A00119,AW_A00119,느타리버섯,애느타리버섯(2kg),중품,2kg,"8,330",2021-08-03
AW_A00162,AW_A00162,팽이버섯,팽이버섯(5kg),상품,5kg,"10,000",2021-08-03
AW_A00163,AW_A00163,팽이버섯,팽이버섯(5kg),중품,5kg,"9,000",2021-08-03
AW_A00105,AW_A00105,새송이버섯,새송이버섯(2kg),상품,2kg,"7,330",2021-08-03
AW_A00106,AW_A00106,새송이버섯,새송이버섯(2kg),중품,2kg,"5,330",2021-08-03
AW_A00143,AW_A00143,참깨,참깨(백색)(국산),상품,30kg,"905,000",2021-08-02
AW_A00145,AW_A00145,참깨,참깨(중국)(30kg),중품,30kg,"196,000",2021-08-02
AW_A00046,AW_A00046,들깨,들깨(국산)(22.5kg),상품,22.5kg,"352,500",2021-08-02
AW_A00047,AW_A00047,들깨,들깨(수입)(45kg),중품,45kg,"536,000",2021-08-02
AW_A00050,AW_A00050,땅콩,땅콩(국산)(30kg),상품,30kg,"490,000",2021-08-02
AW_A00035,AW_A00035,느타리버섯,느타리버섯(2kg),상품,2kg,"5,660",2021-08-02
AW_A00036,AW_A00036,느타리버섯,느타리버섯(2kg),중품,2kg,"4,660",2021-08-02
AW_A00118,AW_A00118,느타리버섯,애느타리버섯(2kg),상품,2kg,"9,000",2021-08-02
AW_A00119,AW_A00119,느타리버섯,애느타리버섯(2kg),중품,2kg,"8,000",2021-08-02
AW_A00162,AW_A00162,팽이버섯,팽이버섯(5kg),상품,5kg,"9,000",2021-08-02
AW_A00163,AW_A00163,팽이버섯,팽이버섯(5kg),중품,5kg,"8,000",2021-08-02
AW_A00105,AW_A00105,새송이버섯,새송이버섯(2kg),상품,2kg,"6,000",2021-08-02
AW_A00106,AW_A00106,새송이버섯,새송이버섯(2kg),중품,2kg,"4,000",2021-08-02
AW_A00143,AW_A00143,참깨,참깨(백색)(국산),상품,30kg,,2021-07-31
AW_A00145,AW_A00145,참깨,참깨(중국)(30kg),중품,30kg,,2021-07-31
AW_A00046,AW_A00046,들깨,들깨(국산)(22.5kg),상품,22.5kg,,2021-07-31
AW_A00047,AW_A00047,들깨,들깨(수입)(45kg),중품,45kg,,2021-07-31
AW_A00050,AW_A00050,땅콩,땅콩(국산)(30kg),상품,30kg,,2021-07-31
AW_A00035,AW_A00035,느타리버섯,느타리버섯(2kg),상품,2kg,,2021-07-31
AW_A00036,AW_A00036,느타리버섯,느타리버섯(2kg),중품,2kg,,2021-07-31
AW_A00118,AW_A00118,느타리버섯,애느타리버섯(2kg),상품,2kg,,2021-07-31
AW_A00119,AW_A00119,느타리버섯,애느타리버섯(2kg),중품,2kg,,2021-07-31
AW_A00162,AW_A00162,팽이버섯,팽이버섯(5kg),상품,5kg,,2021-07-31
AW_A00163,AW_A00163,팽이버섯,팽이버섯(5kg),중품,5kg,,2021-07-31
AW_A00105,AW_A00105,새송이버섯,새송이버섯(2kg),상품,2kg,,2021-07-31
AW_A00106,AW_A00106,새송이버섯,새송이버섯(2kg),중품,2kg,,2021-07-31
AW_A00143,AW_A00143,참깨,참깨(백색)(국산),상품,30kg,"905,000",2021-07-30
AW_A00145,AW_A00145,참깨,참깨(중국)(30kg),중품,30kg,"196,000",2021-07-30
AW_A00046,AW_A00046,들깨,들깨(국산)(22.5kg),상품,22.5kg,"352,500",2021-07-30
AW_A00047,AW_A00047,들깨,들깨(수입)(45kg),중품,45kg,"536,000",2021-07-30
AW_A00050,AW_A00050,땅콩,땅콩(국산)(30kg),상품,30kg,"490,000",2021-07-30
AW_A00035,AW_A00035,느타리버섯,느타리버섯(2kg),상품,2kg,"5,000",2021-07-30
AW_A00036,AW_A00036,느타리버섯,느타리버섯(2kg),중품,2kg,"4,000",2021-07-30
AW_A00118,AW_A00118,느타리버섯,애느타리버섯(2kg),상품,2kg,"6,330",2021-07-30
AW_A00119,AW_A00119,느타리버섯,애느타리버섯(2kg),중품,2kg,"5,330",2021-07-30
AW_A00162,AW_A00162,팽이버섯,팽이버섯(5kg),상품,5kg,"8,000",2021-07-30
AW_A00163,AW_A00163,팽이버섯,팽이버섯(5kg),중품,5kg,"7,000",2021-07-30
AW_A00105,AW_A00105,새송이버섯,새송이버섯(2kg),상품,2kg,"6,660",2021-07-30
AW_A00106,AW_A00106,새송이버섯,새송이버섯(2kg),중품,2kg,"4,660",2021-07-30
AW_A00143,AW_A00143,참깨,참깨(백색)(국산),상품,30kg,"905,000",2021-07-29
AW_A00145,AW_A00145,참깨,참깨(중국)(30kg),중품,30kg,"196,000",2021-07-29
AW_A00046,AW_A00046,들깨,들깨(국산)(22.5kg),상품,22.5kg,"352,500",2021-07-29
AW_A00047,AW_A00047,들깨,들깨(수입)(45kg),중품,45kg,"536,000",2021-07-29
AW_A00050,AW_A00050,땅콩,땅콩(국산)(30kg),상품,30kg,"490,000",2021-07-29
AW_A00035,AW_A00035,느타리버섯,느타리버섯(2kg),상품,2kg,"5,000",2021-07-29
AW_A00036,AW_A00036,느타리버섯,느타리버섯(2kg),중품,2kg,"4,000",2021-07-29
AW_A00118,AW_A00118,느타리버섯,애느타리버섯(2kg),상품,2kg,"7,000",2021-07-29
AW_A00119,AW_A00119,느타리버섯,애느타리버섯(2kg),중품,2kg,"6,000",2021-07-29
AW_A00162,AW_A00162,팽이버섯,팽이버섯(5kg),상품,5kg,"8,000",2021-07-29
AW_A00163,AW_A00163,팽이버섯,팽이버섯(5kg),중품,5kg,"7,000",2021-07-29
AW_A00105,AW_A00105,새송이버섯,새송이버섯(2kg),상품,2kg,"6,000",2021-07-29
AW_A00106,AW_A00106,새송이버섯,새송이버섯(2kg),중품,2kg,"4,000",2021-07-29
AW_A00143,AW_A00143,참깨,참깨(백색)(국산),상품,30kg,"905,000",2021-07-28
AW_A00145,AW_A00145,참깨,참깨(중국)(30kg),중품,30kg,"196,000",2021-07-28
AW_A00046,AW_A00046,들깨,들깨(국산)(22.5kg),상품,22.5kg,"352,500",2021-07-28
AW_A00047,AW_A00047,들깨,들깨(수입)(45kg),중품,45kg,"536,000",2021-07-28
