,item_name,item_code,kind_name,kind_code,rank,rank_code,unit,day1,dpr1
20349,피망,255,청(10kg),00,중품,05,10kg,2021-10-25,"30,000"
20350,파프리카,256,파프리카(5kg),00,상품,04,5kg,2021-10-25,"26,700"
20351,파프리카,256,파프리카(5kg),00,중품,05,5kg,2021-10-25,"23,700"
20352,멜론,257,멜론(8kg),00,상품,04,8kg,2021-10-25,"26,200"
20353,멜론,257,멜론(8kg),00,중품,05,8kg,2021-10-25,"21,200"
20354,깐마늘(국산),258,깐마늘(대서)(20kg),03,상품,04,20kg,2021-10-25,"155,000"
20355,깐마늘(국산),258,깐마늘(대서)(20kg),03,중품,05,20kg,2021-10-25,"145,000"
20356,깐마늘(국산),258,깐마늘(남도)(20kg),05,상품,04,20kg,2021-10-25,"160,000"
20357,깐마늘(국산),258,깐마늘(남도)(20kg),05,중품,05,20kg,2021-10-25,"150,000"
20358,방울토마토,422,방울토마토(5kg),01,상품,04,5kg,2021-10-25,"11,000"
20359,방울토마토,422,방울토마토(5kg),01,중품,05,5kg,2021-10-25,"7,000"
20360,방울토마토,422,대추방울토마토(1kg),02,상품,04,1kg,2021-10-25,"5,370"
20361,방울토마토,422,대추방울토마토(1kg),02,중품,05,1kg,2021-10-25,"4,870"
20362,배추,211,고랭지(10kg),02,상품,04,10kg,2021-10-23,-
20363,배추,211,고랭지(10kg),02,중품,05,10kg,2021-10-23,-
20364,양배추,212,양배추(8kg),00,상품,04,8kg,2021-10-23,-
20365,양배추,212,양배추(8kg),00,중품,05,8kg,2021-10-23,-
20366,시금치,213,시금치(4kg),00,상품,04,4kg,2021-10-23,-
20367,시금치,213,시금치(4kg),00,중품,05,4kg,2021-10-23,-
20368,상추,214,적(4kg),01,상품,04,4kg,2021-10-23,-
20369,상추,214,적(4kg),01,중품,05,4kg,2021-10-23,-
20370,상추,214,청(4kg),02,상품,04,4kg,2021-10-23,-
20371,상추,214,청(4kg),02,중품,05,4kg,2021-10-23,-
20372,얼갈이배추,215,얼갈이배추(4kg),00,상품,04,4kg,2021-10-23,-
20373,얼갈이배추,215,얼갈이배추(4kg),00,중품,05,4kg,2021-10-23,-
20374,수박,221,수박(1개),00,상품,04,1개,2021-10-23,-
20375,수박,221,수박(1개),00,중품,05,1개,2021-10-23,-
20376,오이,223,다다기계통(100개),02,상품,04,100개,2021-10-23,-
20377,오이,223,다다기계통(100개),02,중품,05,100개,2021-10-23,-
20378,오이,223,취청(50개),03,상품,04,50개,2021-10-23,-
20379,오이,223,취청(50개),03,중품,05,50개,2021-10-23,-
20380,호박,224,애호박(20개),01,상품,04,20개,2021-10-23,-
20381,호박,224,애호박(20개),01,중품,05,20개,2021-10-23,-
20382,호박,224,쥬키니(10kg),02,상품,04,10kg,2021-10-23,-
20383,호박,224,쥬키니(10kg),02,중품,05,10kg,2021-10-23,-
20384,토마토,225,토마토(5kg),00,상품,04,5kg,2021-10-23,-
20385,토마토,225,토마토(5kg),00,중품,05,5kg,2021-10-23,-
20386,무,231,고랭지(20kg),02,상품,04,20kg,2021-10-23,-
20387,무,231,고랭지(20kg),02,중품,05,20kg,2021-10-23,-
20388,당근,232,무세척(20kg),01,상품,04,20kg,2021-10-23,-
20389,당근,232,무세척(20kg),01,중품,05,20kg,2021-10-23,-
20390,당근,232,세척(수입)(10kg),10,중품,05,10kg,2021-10-23,-
20391,열무,233,열무(4kg),00,상품,04,4kg,2021-10-23,-
20392,열무,233,열무(4kg),00,중품,05,4kg,2021-10-23,-
20393,건고추,241,화건(30kg),00,상품,04,30kg,2021-10-23,-
20394,건고추,241,화건(30kg),00,중품,05,30kg,2021-10-23,-
20395,건고추,241,양건(30kg),02,상품,04,30kg,2021-10-23,-
20396,건고추,241,양건(30kg),02,중품,05,30kg,2021-10-23,-
20397,풋고추,242,풋고추(10kg),00,상품,04,10kg,2021-10-23,-
20398,풋고추,242,풋고추(10kg),00,중품,05,10kg,2021-10-23,-
20399,풋고추,242,꽈리고추(4kg),02,상품,04,4kg,2021-10-23,-
20400,풋고추,242,꽈리고추(4kg),02,중품,05,4kg,2021-10-23,-
20401,풋고추,242,청양고추(10kg),03,상품,04,10kg,2021-10-23,-
20402,풋고추,242,청양고추(10kg),03,중품,05,10kg,2021-10-23,-
20403,붉은고추,243,붉은고추(10kg),00,상품,04,10kg,2021-10-23,-
20404,붉은고추,243,붉은고추(10kg),00,중품,05,10kg,2021-10-23,-
20405,피마늘,244,한지(10kg),03,상품,04,10kg,2021-10-23,-
20406,피마늘,244,한지(10kg),03,중품,05,10kg,2021-10-23,-
20407,피마늘,244,난지(대서)(10kg),22,상품,04,10kg,2021-10-23,-
20408,피마늘,244,난지(대서)(10kg),22,중품,05,10kg,2021-10-23,-
20409,양파,245,양파(15kg),00,상품,04,15kg,2021-10-23,-
20410,양파,245,양파(15kg),00,중품,05,15kg,2021-10-23,-
20411,파,246,대파(1kg),00,상품,04,1kg,2021-10-23,-
20412,파,246,대파(1kg),00,중품,05,1kg,2021-10-23,-
20413,파,246,쪽파(1kg),02,상품,04,1kg,2021-10-23,-
20414,파,246,쪽파(1kg),02,중품,05,1kg,2021-10-23,-
20415,생강,247,국산(10kg),00,상품,04,10kg,2021-10-23,-
20416,생강,247,국산(10kg),00,중품,05,10kg,2021-10-23,-
20417,생강,247,수입(10kg),01,중품,05,10kg,2021-10-23,-
20418,미나리,252,미나리(7.5kg),00,상품,04,7.5kg,2021-10-23,-
20419,미나리,252,미나리(7.5kg),00,중품,05,7.5kg,2021-10-23,-
20420,깻잎,253,깻잎(2kg),00,상품,04,2kg,2021-10-23,-
20421,깻잎,253,깻잎(2kg),00,중품,05,2kg,2021-10-23,-
20422,피망,255,청(10kg),00,상품,04,10kg,2021-10-23,-
20423,피망,255,청(10kg),00,중품,05,10kg,2021-10-23,-
20424,파프리카,256,파프리카(5kg),00,상품,04,5kg,2021-10-23,-
20425,파프리카,256,파프리카(5kg),00,중품,05,5kg,2021-10-23,-
20426,멜론,257,멜론(8kg),00,상품,04,8kg,2021-10-23,-
20427,멜론,257,멜론(8kg),00,중품,05,8kg,2021-10-23,-
20428,깐마늘(국산),258,깐마늘(대서)(20kg),03,상품,04,20kg,2021-10-23,-
20429,깐마늘(국산),258,깐마늘(대서)(20kg),03,중품,05,20kg,2021-10-23,-
20430,깐마늘(국산),258,깐마늘(남도)(20kg),05,상품,04,20kg,2021-10-23,-
20431,깐마늘(국산),258,깐마늘(남도)(20kg),05,중품,05,20kg,2021-10-23,-
20432,방울토마토,422,방울토마토(5kg),01,상품,04,5kg,2021-10-23,-
20433,방울토마토,422,방울토마토(5kg),01,중품,05,5kg,2021-10-23,-
20434,방울토마토,422,대추방울토마토(1kg),02,상품,04,1kg,2021-10-23,-
20435,방울토마토,422,대추방울토마토(1kg),02,중품,05,1kg,2021-10-23,-
20436,배추,211,고랭지(10kg),02,상품,04,10kg,2021-10-22,"7,400"
20437,배추,211,고랭지(10kg),02,중품,05,10kg,2021-10-22,"6,400"
20438,양배추,212,양배추(8kg),00,상품,04,8kg,2021-10-22,"7,000"
20439,양배추,212,양배추(8kg),00,중품,05,8kg,2021-10-22,"6,500"
20440,시금치,213,시금치(4kg),00,상품,04,4kg,2021-10-22,"29,300"
20441,시금치,213,시금치(4kg),00,중품,05,4kg,2021-10-22,"27,300"
20442,상추,214,적(4kg),01,상품,04,4kg,2021-10-22,"64,600"
20443,상추,214,적(4kg),01,중품,05,4kg,2021-10-22,"62,600"
20444,상추,214,청(4kg),02,상품,04,4kg,2021-10-22,"67,600"
20445,상추,214,청(4kg),02,중품,05,4kg,2021-10-22,"64,600"
20446,얼갈이배추,215,얼갈이배추(4kg),00,상품,04,4kg,2021-10-22,"9,000"
20447,얼갈이배추,215,얼갈이배추(4kg),00,중품,05,4kg,2021-10-22,"7,000"
20448,수박,221,수박(1개),00,상품,04,1개,2021-10-22,"11,000"
20449,수박,221,수박(1개),00,중품,05,1개,2021-10-22,"6,500"
20450,오이,223,다다기계통(100개),02,상품,04,100개,2021-10-22,"128,000"
20451,오이,223,다다기계통(100개),02,중품,05,100개,2021-10-22,"122,000"
20452,오이,223,취청(50개),03,상품,04,50개,2021-10-22,"65,300"
20453,오이,223,취청(50개),03,중품,05,50개,2021-10-22,"61,300"
20454,호박,224,애호박(20개),01,상품,04,20개,2021-10-22,"38,600"
20455,호박,224,애호박(20개),01,중품,05,20개,2021-10-22,"36,300"
20456,호박,224,쥬키니(10kg),02,상품,04,10kg,2021-10-22,"57,000"
20457,호박,224,쥬키니(10kg),02,중품,05,10kg,2021-10-22,"53,600"
20458,토마토,225,토마토(5kg),00,상품,04,5kg,2021-10-22,"15,100"
20459,토마토,225,토마토(5kg),00,중품,05,5kg,2021-10-22,"12,600"
20460,무,231,고랭지(20kg),02,상품,04,20kg,2021-10-22,"11,600"
20461,무,231,고랭지(20kg),02,중품,05,20kg,2021-10-22,"9,600"
20462,당근,232,무세척(20kg),01,상품,04,20kg,2021-10-22,"28,600"
20463,당근,232,무세척(20kg),01,중품,05,20kg,2021-10-22,"25,600"
20464,당근,232,세척(수입)(10kg),10,중품,05,10kg,2021-10-22,"8,000"
20465,열무,233,열무(4kg),00,상품,04,4kg,2021-10-22,"18,000"
20466,열무,233,열무(4kg),00,중품,05,4kg,2021-10-22,"17,000"
20467,건고추,241,화건(30kg),00,상품,04,30kg,2021-10-22,"600,000"
20468,건고추,241,화건(30kg),00,중품,05,30kg,2021-10-22,"550,000"
20469,건고추,241,양건(30kg),02,상품,04,30kg,2021-10-22,"750,000"
20470,건고추,241,양건(30kg),02,중품,05,30kg,2021-10-22,"700,000"
20471,풋고추,242,풋고추(10kg),00,상품,04,10kg,2021-10-22,"87,700"
20472,풋고추,242,풋고추(10kg),00,중품,05,10kg,2021-10-22,"79,700"
20473,풋고추,242,꽈리고추(4kg),02,상품,04,4kg,2021-10-22,"33,700"
20474,풋고추,242,꽈리고추(4kg),02,중품,05,4kg,2021-10-22,"29,500"
20475,풋고추,242,청양고추(10kg),03,상품,04,10kg,2021-10-22,"53,700"
20476,풋고추,242,청양고추(10kg),03,중품,05,10kg,2021-10-22,"47,500"
20477,붉은고추,243,붉은고추(10kg),00,상품,04,10kg,2021-10-22,"67,500"
20478,붉은고추,243,붉은고추(10kg),00,중품,05,10kg,2021-10-22,"60,000"
20479,피마늘,244,한지(10kg),03,상품,04,10kg,2021-10-22,"100,000"
20480,피마늘,244,한지(10kg),03,중품,05,10kg,2021-10-22,"95,000"
20481,피마늘,244,난지(대서)(10kg),22,상품,04,10kg,2021-10-22,"63,000"
20482,피마늘,244,난지(대서)(10kg),22,중품,05,10kg,2021-10-22,"58,000"
20483,양파,245,양파(15kg),00,상품,04,15kg,2021-10-22,"14,625"
20484,양파,245,양파(15kg),00,중품,05,15kg,2021-10-22,"13,125"
20485,파,246,대파(1kg),00,상품,04,1kg,2021-10-22,"1,820"
20486,파,246,대파(1kg),00,중품,05,1kg,2021-10-22,"1,520"
20487,파,246,쪽파(1kg),02,상품,04,1kg,2021-10-22,"7,000"
20488,파,246,쪽파(1kg),02,중품,05,1kg,2021-10-22,"6,500"
20489,생강,247,국산(10kg),00,상품,04,10kg,2021-10-22,"40,000"
20490,생강,247,국산(10kg),00,중품,05,10kg,2021-10-22,"35,000"
20491,생강,247,수입(10kg),01,중품,05,10kg,2021-10-22,"54,000"
20492,미나리,252,미나리(7.5kg),00,상품,04,7.5kg,2021-10-22,"60,000"
20493,미나리,252,미나리(7.5kg),00,중품,05,7.5kg,2021-10-22,"55,000"
20494,깻잎,253,깻잎(2kg),00,상품,04,2kg,2021-10-22,"48,300"
20495,깻잎,253,깻잎(2kg),00,중품,05,2kg,2021-10-22,"44,300"
20496,피망,255,청(10kg),00,상품,04,10kg,2021-10-22,"30,700"
20497,피망,255,청(10kg),00,중품,05,10kg,2021-10-22,"26,200"
20498,파프리카,256,파프리카(5kg),00,상품,04,5kg,2021-10-22,"28,000"
20499,파프리카,256,파프리카(5kg),00,중품,05,5kg,2021-10-22,"25,000"
20500,멜론,257,멜론(8kg),00,상품,04,8kg,2021-10-22,"26,200"
20501,멜론,257,멜론(8kg),00,중품,05,8kg,2021-10-22,"21,200"
20502,깐마늘(국산),258,깐마늘(대서)(20kg),03,상품,04,20kg,2021-10-22,"155,000"
20503,깐마늘(국산),258,깐마늘(대서)(20kg),03,중품,05,20kg,2021-10-22,"145,000"
20504,깐마늘(국산),258,깐마늘(남도)(20kg),05,상품,04,20kg,2021-10-22,"160,000"
20505,깐마늘(국산),258,깐마늘(남도)(20kg),05,중품,05,20kg,2021-10-22,"150,000"
20506,방울토마토,422,방울토마토(5kg),01,상품,04,5kg,2021-10-22,"11,000"
20507,방울토마토,422,방울토마토(5kg),01,중품,05,5kg,2021-10-22,"7,000"
20508,방울토마토,422,대추방울토마토(1kg),02,상품,04,1kg,2021-10-22,"3,750"
20509,방울토마토,422,대추방울토마토(1kg),02,중품,05,1kg,2021-10-22,"3,250"
20510,배추,211,고랭지(10kg),02,상품,04,10kg,2021-10-21,"5,400"
20511,배추,211,고랭지(10kg),02,중품,05,10kg,2021-10-21,"4,400"
20512,양배추,212,양배추(8kg),00,상품,04,8kg,2021-10-21,"4,000"
20513,양배추,212,양배추(8kg),00,중품,05,8kg,2021-10-21,"3,500"
20514,시금치,213,시금치(4kg),00,상품,04,4kg,2021-10-21,"31,000"
20515,시금치,213,시금치(4kg),00,중품,05,4kg,2021-10-21,"29,000"
20516,상추,214,적(4kg),01,상품,04,4kg,2021-10-21,"60,600"
20517,상추,214,적(4kg),01,중품,05,4kg,2021-10-21,"58,600"
20518,상추,214,청(4kg),02,상품,04,4kg,2021-10-21,"56,300"
20519,상추,214,청(4kg),02,중품,05,4kg,2021-10-21,"53,300"
20520,얼갈이배추,215,얼갈이배추(4kg),00,상품,04,4kg,2021-10-21,"10,600"
20521,얼갈이배추,215,얼갈이배추(4kg),00,중품,05,4kg,2021-10-21,"8,660"
20522,수박,221,수박(1개),00,상품,04,1개,2021-10-21,"11,000"
20523,수박,221,수박(1개),00,중품,05,1개,2021-10-21,"6,500"
20524,오이,223,다다기계통(100개),02,상품,04,100개,2021-10-21,"101,000"
20525,오이,223,다다기계통(100개),02,중품,05,100개,2021-10-21,"95,300"
20526,오이,223,취청(50개),03,상품,04,50개,2021-10-21,"62,300"
20527,오이,223,취청(50개),03,중품,05,50개,2021-10-21,"58,300"
20528,호박,224,애호박(20개),01,상품,04,20개,2021-10-21,"36,600"
20529,호박,224,애호박(20개),01,중품,05,20개,2021-10-21,"34,300"
20530,호박,224,쥬키니(10kg),02,상품,04,10kg,2021-10-21,"49,000"
20531,호박,224,쥬키니(10kg),02,중품,05,10kg,2021-10-21,"45,600"
20532,토마토,225,토마토(5kg),00,상품,04,5kg,2021-10-21,"11,600"
20533,토마토,225,토마토(5kg),00,중품,05,5kg,2021-10-21,"9,100"
20534,무,231,고랭지(20kg),02,상품,04,20kg,2021-10-21,"11,200"
20535,무,231,고랭지(20kg),02,중품,05,20kg,2021-10-21,"9,200"
20536,당근,232,무세척(20kg),01,상품,04,20kg,2021-10-21,"30,000"
20537,당근,232,무세척(20kg),01,중품,05,20kg,2021-10-21,"27,000"
20538,당근,232,세척(수입)(10kg),10,중품,05,10kg,2021-10-21,"9,000"
20539,열무,233,열무(4kg),00,상품,04,4kg,2021-10-21,"21,000"
20540,열무,233,열무(4kg),00,중품,05,4kg,2021-10-21,"20,000"
20541,건고추,241,화건(30kg),00,상품,04,30kg,2021-10-21,"600,000"
20542,건고추,241,화건(30kg),00,중품,05,30kg,2021-10-21,"550,000"
20543,건고추,241,양건(30kg),02,상품,04,30kg,2021-10-21,"750,000"
20544,건고추,241,양건(30kg),02,중품,05,30kg,2021-10-21,"700,000"
20545,풋고추,242,풋고추(10kg),00,상품,04,10kg,2021-10-21,"82,700"
20546,풋고추,242,풋고추(10kg),00,중품,05,10kg,2021-10-21,"74,700"
20547,풋고추,242,꽈리고추(4kg),02,상품,04,4kg,2021-10-21,"32,200"
20548,풋고추,242,꽈리고추(4kg),02,중품,05,4kg,2021-10-21,"28,000"
20549,풋고추,242,청양고추(10kg),03,상품,04,10kg,2021-10-21,"53,700"
20550,풋고추,242,청양고추(10kg),03,중품,05,10kg,2021-10-21,"47,500"
20551,붉은고추,243,붉은고추(10kg),00,상품,04,10kg,2021-10-21,"69,500"
20552,붉은고추,243,붉은고추(10kg),00,중품,05,10kg,2021-10-21,"62,000"
20553,피마늘,244,한지(10kg),03,상품,04,10kg,2021-10-21,"100,000"
20554,피마늘,244,한지(10kg),03,중품,05,10kg,2021-10-21,"95,000"
20555,피마늘,244,난지(대서)(10kg),22,상품,04,10kg,2021-10-21,"63,000"
20556,피마늘,244,난지(대서)(10kg),22,중품,05,10kg,2021-10-21,"58,000"
20557,양파,245,양파(15kg),00,상품,04,15kg,2021-10-21,"14,625"
20558,양파,245,양파(15kg),00,중품,05,15kg,2021-10-21,"13,125"
20559,파,246,대파(1kg),00,상품,04,1kg,2021-10-21,"1,900"
20560,파,246,대파(1kg),00,중품,05,1kg,2021-10-21,"1,600"
20561,파,246,쪽파(1kg),02,상품,04,1kg,2021-10-21,"7,000"
20562,파,246,쪽파(1kg),02,중품,05,1kg,2021-10-21,"6,500"
20563,생강,247,국산(10kg),00,상품,04,10kg,2021-10-21,"40,000"
20564,생강,247,국산(10kg),00,중품,05,10kg,2021-10-21,"35,000"
20565,생강,247,수입(10kg),01,중품,05,10kg,2021-10-21,"54,000"
20566,미나리,252,미나리(7.5kg),00,상품,04,7.5kg,2021-10-21,"63,000"
20567,미나리,252,미나리(7.5kg),00,중품,05,7.5kg,2021-10-21,"58,000"
20568,깻잎,253,깻잎(2kg),00,상품,04,2kg,2021-10-21,"46,300"
20569,깻잎,253,깻잎(2kg),00,중품,05,2kg,2021-10-21,"42,300"
20570,피망,255,청(10kg),00,상품,04,10kg,2021-10-21,"27,200"
20571,피망,255,청(10kg),00,중품,05,10kg,2021-10-21,"22,200"
20572,파프리카,256,파프리카(5kg),00,상품,04,5kg,2021-10-21,"29,700"
20573,파프리카,256,파프리카(5kg),00,중품,05,5kg,2021-10-21,"26,700"
20574,멜론,257,멜론(8kg),00,상품,04,8kg,2021-10-21,"26,200"
20575,멜론,257,멜론(8kg),00,중품,05,8kg,2021-10-21,"21,200"
20576,깐마늘(국산),258,깐마늘(대서)(20kg),03,상품,04,20kg,2021-10-21,"155,000"
20577,깐마늘(국산),258,깐마늘(대서)(20kg),03,중품,05,20kg,2021-10-21,"145,000"
20578,깐마늘(국산),258,깐마늘(남도)(20kg),05,상품,04,20kg,2021-10-21,"160,000"
20579,깐마늘(국산),258,깐마늘(남도)(20kg),05,중품,05,20kg,2021-10-21,"150,000"
20580,방울토마토,422,방울토마토(5kg),01,상품,04,5kg,2021-10-21,"10,700"
20581,방울토마토,422,방울토마토(5kg),01,중품,05,5kg,2021-10-21,"6,750"
20582,방울토마토,422,대추방울토마토(1kg),02,상품,04,1kg,2021-10-21,"3,750"
20583,방울토마토,422,대추방울토마토(1kg),02,중품,05,1kg,2021-10-21,"3,250"
20584,배추,211,고랭지(10kg),02,상품,04,10kg,2021-10-20,"6,600"
20585,배추,211,고랭지(10kg),02,중품,05,10kg,2021-10-20,"5,600"
20586,양배추,212,양배추(8kg),00,상품,04,8kg,2021-10-20,"4,000"
20587,양배추,212,양배추(8kg),00,중품,05,8kg,2021-10-20,"3,500"
20588,시금치,213,시금치(4kg),00,상품,04,4kg,2021-10-20,"29,600"
20589,시금치,213,시금치(4kg),00,중품,05,4kg,2021-10-20,"27,600"
20590,상추,214,적(4kg),01,상품,04,4kg,2021-10-20,"50,600"
20591,상추,214,적(4kg),01,중품,05,4kg,2021-10-20,"48,600"
20592,상추,214,청(4kg),02,상품,04,4kg,2021-10-20,"46,300"
20593,상추,214,청(4kg),02,중품,05,4kg,2021-10-20,"43,300"
20594,얼갈이배추,215,얼갈이배추(4kg),00,상품,04,4kg,2021-10-20,"11,600"
20595,얼갈이배추,215,얼갈이배추(4kg),00,중품,05,4kg,2021-10-20,"9,660"
20596,수박,221,수박(1개),00,상품,04,1개,2021-10-20,"11,000"
20597,수박,221,수박(1개),00,중품,05,1개,2021-10-20,"6,500"
20598,오이,223,다다기계통(100개),02,상품,04,100개,2021-10-20,"106,000"
20599,오이,223,다다기계통(100개),02,중품,05,100개,2021-10-20,"100,000"
20600,오이,223,취청(50개),03,상품,04,50개,2021-10-20,"61,300"
20601,오이,223,취청(50개),03,중품,05,50개,2021-10-20,"57,300"
20602,호박,224,애호박(20개),01,상품,04,20개,2021-10-20,"35,300"
20603,호박,224,애호박(20개),01,중품,05,20개,2021-10-20,"33,000"
20604,호박,224,쥬키니(10kg),02,상품,04,10kg,2021-10-20,"52,300"
20605,호박,224,쥬키니(10kg),02,중품,05,10kg,2021-10-20,"49,000"
20606,토마토,225,토마토(5kg),00,상품,04,5kg,2021-10-20,"13,100"
20607,토마토,225,토마토(5kg),00,중품,05,5kg,2021-10-20,"10,600"
20608,무,231,고랭지(20kg),02,상품,04,20kg,2021-10-20,"14,400"
20609,무,231,고랭지(20kg),02,중품,05,20kg,2021-10-20,"12,400"
20610,당근,232,무세척(20kg),01,상품,04,20kg,2021-10-20,"31,000"
20611,당근,232,무세척(20kg),01,중품,05,20kg,2021-10-20,"28,000"
20612,당근,232,세척(수입)(10kg),10,중품,05,10kg,2021-10-20,"9,000"
20613,열무,233,열무(4kg),00,상품,04,4kg,2021-10-20,"16,600"
20614,열무,233,열무(4kg),00,중품,05,4kg,2021-10-20,"15,600"
20615,건고추,241,화건(30kg),00,상품,04,30kg,2021-10-20,"600,000"
20616,건고추,241,화건(30kg),00,중품,05,30kg,2021-10-20,"550,000"
20617,건고추,241,양건(30kg),02,상품,04,30kg,2021-10-20,"750,000"
20618,건고추,241,양건(30kg),02,중품,05,30kg,2021-10-20,"700,000"
20619,풋고추,242,풋고추(10kg),00,상품,04,10kg,2021-10-20,"77,700"
20620,풋고추,242,풋고추(10kg),00,중품,05,10kg,2021-10-20,"69,700"
20621,풋고추,242,꽈리고추(4kg),02,상품,04,4kg,2021-10-20,"31,500"
20622,풋고추,242,꽈리고추(4kg),02,중품,05,4kg,2021-10-20,"27,200"
20623,풋고추,242,청양고추(10kg),03,상품,04,10kg,2021-10-20,"50,500"
20624,풋고추,242,청양고추(10kg),03,중품,05,10kg,2021-10-20,"44,200"
20625,붉은고추,243,붉은고추(10kg),00,상품,04,10kg,2021-10-20,"65,700"
20626,붉은고추,243,붉은고추(10kg),00,중품,05,10kg,2021-10-20,"58,200"
20627,피마늘,244,한지(10kg),03,상품,04,10kg,2021-10-20,"100,000"
20628,피마늘,244,한지(10kg),03,중품,05,10kg,2021-10-20,"95,000"
20629,피마늘,244,난지(대서)(10kg),22,상품,04,10kg,2021-10-20,"63,000"
20630,피마늘,244,난지(대서)(10kg),22,중품,05,10kg,2021-10-20,"58,000"
20631,양파,245,양파(15kg),00,상품,04,15kg,2021-10-20,"14,250"
20632,양파,245,양파(15kg),00,중품,05,15kg,2021-10-20,"12,750"
20633,파,246,대파(1kg),00,상품,04,1kg,2021-10-20,"1,850"
20634,파,246,대파(1kg),00,중품,05,1kg,2021-10-20,"1,550"
20635,파,246,쪽파(1kg),02,상품,04,1kg,2021-10-20,"8,000"
20636,파,246,쪽파(1kg),02,중품,05,1kg,2021-10-20,"7,500"
20637,생강,247,국산(10kg),00,상품,04,10kg,2021-10-20,"40,000"
20638,생강,247,국산(10kg),00,중품,05,10kg,2021-10-20,"35,000"
20639,생강,247,수입(10kg),01,중품,05,10kg,2021-10-20,"54,000"
20640,미나리,252,미나리(7.5kg),00,상품,04,7.5kg,2021-10-20,"53,000"
20641,미나리,252,미나리(7.5kg),00,중품,05,7.5kg,2021-10-20,"48,300"
20642,깻잎,253,깻잎(2kg),00,상품,04,2kg,2021-10-20,"41,000"
20643,깻잎,253,깻잎(2kg),00,중품,05,2kg,2021-10-20,"37,000"
20644,피망,255,청(10kg),00,상품,04,10kg,2021-10-20,"29,200"
20645,피망,255,청(10kg),00,중품,05,10kg,2021-10-20,"24,200"
20646,파프리카,256,파프리카(5kg),00,상품,04,5kg,2021-10-20,"32,000"
20647,파프리카,256,파프리카(5kg),00,중품,05,5kg,2021-10-20,"29,000"
20648,멜론,257,멜론(8kg),00,상품,04,8kg,2021-10-20,"26,200"
20649,멜론,257,멜론(8kg),00,중품,05,8kg,2021-10-20,"21,200"
20650,깐마늘(국산),258,깐마늘(대서)(20kg),03,상품,04,20kg,2021-10-20,"155,000"
20651,깐마늘(국산),258,깐마늘(대서)(20kg),03,중품,05,20kg,2021-10-20,"145,000"
20652,깐마늘(국산),258,깐마늘(남도)(20kg),05,상품,04,20kg,2021-10-20,"160,000"
20653,깐마늘(국산),258,깐마늘(남도)(20kg),05,중품,05,20kg,2021-10-20,"150,000"
20654,방울토마토,422,방울토마토(5kg),01,상품,04,5kg,2021-10-20,"10,700"
20655,방울토마토,422,방울토마토(5kg),01,중품,05,5kg,2021-10-20,"6,750"
20656,방울토마토,422,대추방울토마토(1kg),02,상품,04,1kg,2021-10-20,"3,750"
20657,방울토마토,422,대추방울토마토(1kg),02,중품,05,1kg,2021-10-20,"3,250"
20658,배추,211,고랭지(10kg),02,상품,04,10kg,2021-10-19,"7,000"
20659,배추,211,고랭지(10kg),02,중품,05,10kg,2021-10-19,"6,000"
20660,양배추,212,양배추(8kg),00,상품,04,8kg,2021-10-19,"4,330"
20661,양배추,212,양배추(8kg),00,중품,05,8kg,2021-10-19,"3,830"
20662,시금치,213,시금치(4kg),00,상품,04,4kg,2021-10-19,"32,000"
20663,시금치,213,시금치(4kg),00,중품,05,4kg,2021-10-19,"30,000"
20664,상추,214,적(4kg),01,상품,04,4kg,2021-10-19,"44,600"
20665,상추,214,적(4kg),01,중품,05,4kg,2021-10-19,"42,600"
20666,상추,214,청(4kg),02,상품,04,4kg,2021-10-19,"37,300"
20667,상추,214,청(4kg),02,중품,05,4kg,2021-10-19,"34,300"
20668,얼갈이배추,215,얼갈이배추(4kg),00,상품,04,4kg,2021-10-19,"14,000"
20669,얼갈이배추,215,얼갈이배추(4kg),00,중품,05,4kg,2021-10-19,"12,000"
20670,수박,221,수박(1개),00,상품,04,1개,2021-10-19,"11,000"
20671,수박,221,수박(1개),00,중품,05,1개,2021-10-19,"6,500"
20672,오이,223,다다기계통(100개),02,상품,04,100개,2021-10-19,"117,000"
20673,오이,223,다다기계통(100개),02,중품,05,100개,2021-10-19,"111,000"
20674,오이,223,취청(50개),03,상품,04,50개,2021-10-19,"61,000"
20675,오이,223,취청(50개),03,중품,05,50개,2021-10-19,"57,000"
20676,호박,224,애호박(20개),01,상품,04,20개,2021-10-19,"35,300"
20677,호박,224,애호박(20개),01,중품,05,20개,2021-10-19,"33,000"
20678,호박,224,쥬키니(10kg),02,상품,04,10kg,2021-10-19,"42,000"
20679,호박,224,쥬키니(10kg),02,중품,05,10kg,2021-10-19,"38,600"
20680,토마토,225,토마토(5kg),00,상품,04,5kg,2021-10-19,"13,100"
20681,토마토,225,토마토(5kg),00,중품,05,5kg,2021-10-19,"10,600"
20682,무,231,고랭지(20kg),02,상품,04,20kg,2021-10-19,"12,400"
20683,무,231,고랭지(20kg),02,중품,05,20kg,2021-10-19,"10,400"
20684,당근,232,무세척(20kg),01,상품,04,20kg,2021-10-19,"33,000"
20685,당근,232,무세척(20kg),01,중품,05,20kg,2021-10-19,"30,000"
20686,당근,232,세척(수입)(10kg),10,중품,05,10kg,2021-10-19,"8,000"
20687,열무,233,열무(4kg),00,상품,04,4kg,2021-10-19,"19,300"
20688,열무,233,열무(4kg),00,중품,05,4kg,2021-10-19,"18,300"
