,item_name,item_code,kind_name,kind_code,rank,rank_code,unit,day1,dpr1
5012,피망,255,청(10kg),00,상품,04,10kg,2022-06-15,"34,200"
5013,피망,255,청(10kg),00,중품,05,10kg,2022-06-15,"27,200"
5014,파프리카,256,파프리카(5kg),00,상품,04,5kg,2022-06-15,"17,700"
5015,파프리카,256,파프리카(5kg),00,중품,05,5kg,2022-06-15,"14,700"
5016,멜론,257,멜론(8kg),00,상품,04,8kg,2022-06-15,"39,400"
5017,멜론,257,멜론(8kg),00,중품,05,8kg,2022-06-15,"34,400"
5018,깐마늘(국산),258,깐마늘(대서)(20kg),03,상품,04,20kg,2022-06-15,"170,000"
5019,깐마늘(국산),258,깐마늘(대서)(20kg),03,중품,05,20kg,2022-06-15,"160,000"
5020,깐마늘(국산),258,깐마늘(남도)(20kg),05,상품,04,20kg,2022-06-15,"175,000"
5021,깐마늘(국산),258,깐마늘(남도)(20kg),05,중품,05,20kg,2022-06-15,"165,000"
5022,방울토마토,422,대추방울토마토(1kg),02,상품,04,1kg,2022-06-15,"4,700"
5023,방울토마토,422,대추방울토마토(1kg),02,중품,05,1kg,2022-06-15,"4,200"
5024,배추,211,봄(10kg),01,상품,04,10kg,2022-06-14,"10,600"
5025,배추,211,봄(10kg),01,중품,05,10kg,2022-06-14,"9,600"
5026,양배추,212,양배추(8kg),00,상품,04,8kg,2022-06-14,"6,000"
5027,양배추,212,양배추(8kg),00,중품,05,8kg,2022-06-14,"5,500"
5028,시금치,213,시금치(4kg),00,상품,04,4kg,2022-06-14,"15,500"
5029,시금치,213,시금치(4kg),00,중품,05,4kg,2022-06-14,"13,500"
5030,상추,214,적(4kg),01,상품,04,4kg,2022-06-14,"19,500"
5031,상추,214,적(4kg),01,중품,05,4kg,2022-06-14,"17,500"
5032,상추,214,청(4kg),02,상품,04,4kg,2022-06-14,"18,500"
5033,상추,214,청(4kg),02,중품,05,4kg,2022-06-14,"15,500"
5034,얼갈이배추,215,얼갈이배추(4kg),00,상품,04,4kg,2022-06-14,"8,250"
5035,얼갈이배추,215,얼갈이배추(4kg),00,중품,05,4kg,2022-06-14,"7,250"
5036,수박,221,수박(1개),00,상품,04,1개,2022-06-14,"18,000"
5037,수박,221,수박(1개),00,중품,05,1개,2022-06-14,"13,000"
5038,참외,222,참외(10kg),00,상품,04,10kg,2022-06-14,"37,400"
5039,참외,222,참외(10kg),00,중품,05,10kg,2022-06-14,"32,400"
5040,오이,223,다다기계통(100개),02,상품,04,100개,2022-06-14,"39,200"
5041,오이,223,다다기계통(100개),02,중품,05,100개,2022-06-14,"33,200"
5042,오이,223,취청(50개),03,상품,04,50개,2022-06-14,"27,200"
5043,오이,223,취청(50개),03,중품,05,50개,2022-06-14,"22,700"
5044,호박,224,애호박(20개),01,상품,04,20개,2022-06-14,"21,200"
5045,호박,224,애호박(20개),01,중품,05,20개,2022-06-14,"19,200"
5046,호박,224,쥬키니(10kg),02,상품,04,10kg,2022-06-14,"10,500"
5047,호박,224,쥬키니(10kg),02,중품,05,10kg,2022-06-14,"8,500"
5048,토마토,225,토마토(5kg),00,상품,04,5kg,2022-06-14,"11,000"
5049,토마토,225,토마토(5kg),00,중품,05,5kg,2022-06-14,"8,600"
5050,무,231,봄(20kg),01,상품,04,20kg,2022-06-14,"12,600"
5051,무,231,봄(20kg),01,중품,05,20kg,2022-06-14,"11,600"
5052,무,231,월동(20kg),06,상품,04,20kg,2022-06-14,"19,200"
5053,무,231,월동(20kg),06,중품,05,20kg,2022-06-14,"17,200"
5054,당근,232,무세척(20kg),01,상품,04,20kg,2022-06-14,"37,000"
5055,당근,232,무세척(20kg),01,중품,05,20kg,2022-06-14,"35,000"
5056,당근,232,세척(수입)(10kg),10,중품,05,10kg,2022-06-14,"12,000"
5057,열무,233,열무(4kg),00,상품,04,4kg,2022-06-14,"10,200"
5058,열무,233,열무(4kg),00,중품,05,4kg,2022-06-14,"9,250"
5059,건고추,241,화건(30kg),00,상품,04,30kg,2022-06-14,"600,000"
5060,건고추,241,화건(30kg),00,중품,05,30kg,2022-06-14,"550,000"
5061,건고추,241,양건(30kg),02,상품,04,30kg,2022-06-14,"750,000"
5062,건고추,241,양건(30kg),02,중품,05,30kg,2022-06-14,"700,000"
5063,풋고추,242,풋고추(10kg),00,상품,04,10kg,2022-06-14,"65,200"
5064,풋고추,242,풋고추(10kg),00,중품,05,10kg,2022-06-14,"57,200"
5065,풋고추,242,꽈리고추(4kg),02,상품,04,4kg,2022-06-14,"33,700"
5066,풋고추,242,꽈리고추(4kg),02,중품,05,4kg,2022-06-14,"28,700"
5067,풋고추,242,청양고추(10kg),03,상품,04,10kg,2022-06-14,"60,500"
5068,풋고추,242,청양고추(10kg),03,중품,05,10kg,2022-06-14,"54,000"
5069,풋고추,242,오이맛고추(10kg),04,상품,04,10kg,2022-06-14,"43,500"
5070,풋고추,242,오이맛고추(10kg),04,중품,05,10kg,2022-06-14,"41,000"
5071,붉은고추,243,붉은고추(10kg),00,상품,04,10kg,2022-06-14,"80,000"
5072,붉은고추,243,붉은고추(10kg),00,중품,05,10kg,2022-06-14,"70,700"
5073,피마늘,244,난지(대서)(10kg),22,상품,04,10kg,2022-06-14,"60,000"
5074,피마늘,244,난지(대서)(10kg),22,중품,05,10kg,2022-06-14,"55,000"
5075,양파,245,양파(15kg),00,상품,04,15kg,2022-06-14,"19,800"
5076,양파,245,양파(15kg),00,중품,05,15kg,2022-06-14,"18,800"
5077,파,246,대파(1kg),00,상품,04,1kg,2022-06-14,"1,800"
5078,파,246,대파(1kg),00,중품,05,1kg,2022-06-14,"1,400"
5079,파,246,쪽파(1kg),02,상품,04,1kg,2022-06-14,"8,500"
5080,파,246,쪽파(1kg),02,중품,05,1kg,2022-06-14,"8,000"
5081,생강,247,국산(10kg),00,상품,04,10kg,2022-06-14,"33,000"
5082,생강,247,국산(10kg),00,중품,05,10kg,2022-06-14,"23,000"
5083,생강,247,수입(10kg),01,중품,05,10kg,2022-06-14,"45,000"
5084,미나리,252,미나리(7.5kg),00,상품,04,7.5kg,2022-06-14,"35,000"
5085,미나리,252,미나리(7.5kg),00,중품,05,7.5kg,2022-06-14,"25,000"
5086,깻잎,253,깻잎(2kg),00,상품,04,2kg,2022-06-14,"22,700"
5087,깻잎,253,깻잎(2kg),00,중품,05,2kg,2022-06-14,"18,500"
5088,피망,255,청(10kg),00,상품,04,10kg,2022-06-14,"34,200"
5089,피망,255,청(10kg),00,중품,05,10kg,2022-06-14,"27,200"
5090,파프리카,256,파프리카(5kg),00,상품,04,5kg,2022-06-14,"17,700"
5091,파프리카,256,파프리카(5kg),00,중품,05,5kg,2022-06-14,"14,700"
5092,멜론,257,멜론(8kg),00,상품,04,8kg,2022-06-14,"39,400"
5093,멜론,257,멜론(8kg),00,중품,05,8kg,2022-06-14,"34,400"
5094,깐마늘(국산),258,깐마늘(대서)(20kg),03,상품,04,20kg,2022-06-14,"170,000"
5095,깐마늘(국산),258,깐마늘(대서)(20kg),03,중품,05,20kg,2022-06-14,"160,000"
5096,깐마늘(국산),258,깐마늘(남도)(20kg),05,상품,04,20kg,2022-06-14,"175,000"
5097,깐마늘(국산),258,깐마늘(남도)(20kg),05,중품,05,20kg,2022-06-14,"165,000"
5098,방울토마토,422,대추방울토마토(1kg),02,상품,04,1kg,2022-06-14,"4,700"
5099,방울토마토,422,대추방울토마토(1kg),02,중품,05,1kg,2022-06-14,"4,200"
5100,배추,211,봄(10kg),01,상품,04,10kg,2022-06-13,"9,200"
5101,배추,211,봄(10kg),01,중품,05,10kg,2022-06-13,"8,200"
5102,양배추,212,양배추(8kg),00,상품,04,8kg,2022-06-13,"6,000"
5103,양배추,212,양배추(8kg),00,중품,05,8kg,2022-06-13,"5,500"
5104,시금치,213,시금치(4kg),00,상품,04,4kg,2022-06-13,"14,000"
5105,시금치,213,시금치(4kg),00,중품,05,4kg,2022-06-13,"12,000"
5106,상추,214,적(4kg),01,상품,04,4kg,2022-06-13,"20,200"
5107,상추,214,적(4kg),01,중품,05,4kg,2022-06-13,"18,200"
5108,상추,214,청(4kg),02,상품,04,4kg,2022-06-13,"16,700"
5109,상추,214,청(4kg),02,중품,05,4kg,2022-06-13,"13,700"
5110,얼갈이배추,215,얼갈이배추(4kg),00,상품,04,4kg,2022-06-13,"6,750"
5111,얼갈이배추,215,얼갈이배추(4kg),00,중품,05,4kg,2022-06-13,"5,750"
5112,수박,221,수박(1개),00,상품,04,1개,2022-06-13,"18,400"
5113,수박,221,수박(1개),00,중품,05,1개,2022-06-13,"13,400"
5114,참외,222,참외(10kg),00,상품,04,10kg,2022-06-13,"37,400"
5115,참외,222,참외(10kg),00,중품,05,10kg,2022-06-13,"32,400"
5116,오이,223,다다기계통(100개),02,상품,04,100개,2022-06-13,"40,500"
5117,오이,223,다다기계통(100개),02,중품,05,100개,2022-06-13,"34,500"
5118,오이,223,취청(50개),03,상품,04,50개,2022-06-13,"24,000"
5119,오이,223,취청(50개),03,중품,05,50개,2022-06-13,"19,500"
5120,호박,224,애호박(20개),01,상품,04,20개,2022-06-13,"20,200"
5121,호박,224,애호박(20개),01,중품,05,20개,2022-06-13,"18,200"
5122,호박,224,쥬키니(10kg),02,상품,04,10kg,2022-06-13,"10,000"
5123,호박,224,쥬키니(10kg),02,중품,05,10kg,2022-06-13,"8,000"
5124,토마토,225,토마토(5kg),00,상품,04,5kg,2022-06-13,"11,000"
5125,토마토,225,토마토(5kg),00,중품,05,5kg,2022-06-13,"8,600"
5126,무,231,봄(20kg),01,상품,04,20kg,2022-06-13,"12,400"
5127,무,231,봄(20kg),01,중품,05,20kg,2022-06-13,"11,400"
5128,무,231,월동(20kg),06,상품,04,20kg,2022-06-13,"18,200"
5129,무,231,월동(20kg),06,중품,05,20kg,2022-06-13,"16,200"
5130,당근,232,무세척(20kg),01,상품,04,20kg,2022-06-13,"37,000"
5131,당근,232,무세척(20kg),01,중품,05,20kg,2022-06-13,"35,000"
5132,당근,232,세척(수입)(10kg),10,중품,05,10kg,2022-06-13,"11,600"
5133,열무,233,열무(4kg),00,상품,04,4kg,2022-06-13,"9,500"
5134,열무,233,열무(4kg),00,중품,05,4kg,2022-06-13,"8,500"
5135,건고추,241,화건(30kg),00,상품,04,30kg,2022-06-13,"600,000"
5136,건고추,241,화건(30kg),00,중품,05,30kg,2022-06-13,"550,000"
5137,건고추,241,양건(30kg),02,상품,04,30kg,2022-06-13,"750,000"
5138,건고추,241,양건(30kg),02,중품,05,30kg,2022-06-13,"700,000"
5139,풋고추,242,풋고추(10kg),00,상품,04,10kg,2022-06-13,"54,500"
5140,풋고추,242,풋고추(10kg),00,중품,05,10kg,2022-06-13,"46,500"
5141,풋고추,242,꽈리고추(4kg),02,상품,04,4kg,2022-06-13,"33,000"
5142,풋고추,242,꽈리고추(4kg),02,중품,05,4kg,2022-06-13,"28,000"
5143,풋고추,242,청양고추(10kg),03,상품,04,10kg,2022-06-13,"60,700"
5144,풋고추,242,청양고추(10kg),03,중품,05,10kg,2022-06-13,"54,200"
5145,풋고추,242,오이맛고추(10kg),04,상품,04,10kg,2022-06-13,"43,700"
5146,풋고추,242,오이맛고추(10kg),04,중품,05,10kg,2022-06-13,"41,200"
5147,붉은고추,243,붉은고추(10kg),00,상품,04,10kg,2022-06-13,"77,000"
5148,붉은고추,243,붉은고추(10kg),00,중품,05,10kg,2022-06-13,"67,700"
5149,피마늘,244,난지(대서)(10kg),22,상품,04,10kg,2022-06-13,"60,000"
5150,피마늘,244,난지(대서)(10kg),22,중품,05,10kg,2022-06-13,"55,000"
5151,양파,245,양파(15kg),00,상품,04,15kg,2022-06-13,"19,800"
5152,양파,245,양파(15kg),00,중품,05,15kg,2022-06-13,"18,800"
5153,파,246,대파(1kg),00,상품,04,1kg,2022-06-13,"1,800"
5154,파,246,대파(1kg),00,중품,05,1kg,2022-06-13,"1,400"
5155,파,246,쪽파(1kg),02,상품,04,1kg,2022-06-13,"8,500"
5156,파,246,쪽파(1kg),02,중품,05,1kg,2022-06-13,"8,000"
5157,생강,247,국산(10kg),00,상품,04,10kg,2022-06-13,"33,000"
5158,생강,247,국산(10kg),00,중품,05,10kg,2022-06-13,"23,000"
5159,생강,247,수입(10kg),01,중품,05,10kg,2022-06-13,"45,000"
5160,미나리,252,미나리(7.5kg),00,상품,04,7.5kg,2022-06-13,"31,600"
5161,미나리,252,미나리(7.5kg),00,중품,05,7.5kg,2022-06-13,"21,600"
5162,깻잎,253,깻잎(2kg),00,상품,04,2kg,2022-06-13,"23,200"
5163,깻잎,253,깻잎(2kg),00,중품,05,2kg,2022-06-13,"19,000"
5164,피망,255,청(10kg),00,상품,04,10kg,2022-06-13,"34,200"
5165,피망,255,청(10kg),00,중품,05,10kg,2022-06-13,"27,200"
5166,파프리카,256,파프리카(5kg),00,상품,04,5kg,2022-06-13,"17,700"
5167,파프리카,256,파프리카(5kg),00,중품,05,5kg,2022-06-13,"14,700"
5168,멜론,257,멜론(8kg),00,상품,04,8kg,2022-06-13,"39,400"
5169,멜론,257,멜론(8kg),00,중품,05,8kg,2022-06-13,"34,400"
5170,깐마늘(국산),258,깐마늘(대서)(20kg),03,상품,04,20kg,2022-06-13,"170,000"
5171,깐마늘(국산),258,깐마늘(대서)(20kg),03,중품,05,20kg,2022-06-13,"160,000"
5172,깐마늘(국산),258,깐마늘(남도)(20kg),05,상품,04,20kg,2022-06-13,"175,000"
5173,깐마늘(국산),258,깐마늘(남도)(20kg),05,중품,05,20kg,2022-06-13,"165,000"
5174,방울토마토,422,대추방울토마토(1kg),02,상품,04,1kg,2022-06-13,"4,700"
5175,방울토마토,422,대추방울토마토(1kg),02,중품,05,1kg,2022-06-13,"4,200"
5176,배추,211,봄(10kg),01,상품,04,10kg,2022-06-11,-
5177,배추,211,봄(10kg),01,중품,05,10kg,2022-06-11,-
5178,양배추,212,양배추(8kg),00,상품,04,8kg,2022-06-11,-
5179,양배추,212,양배추(8kg),00,중품,05,8kg,2022-06-11,-
5180,시금치,213,시금치(4kg),00,상품,04,4kg,2022-06-11,-
5181,시금치,213,시금치(4kg),00,중품,05,4kg,2022-06-11,-
5182,상추,214,적(4kg),01,상품,04,4kg,2022-06-11,-
5183,상추,214,적(4kg),01,중품,05,4kg,2022-06-11,-
5184,상추,214,청(4kg),02,상품,04,4kg,2022-06-11,-
5185,상추,214,청(4kg),02,중품,05,4kg,2022-06-11,-
5186,얼갈이배추,215,얼갈이배추(4kg),00,상품,04,4kg,2022-06-11,-
5187,얼갈이배추,215,얼갈이배추(4kg),00,중품,05,4kg,2022-06-11,-
5188,수박,221,수박(1개),00,상품,04,1개,2022-06-11,-
5189,수박,221,수박(1개),00,중품,05,1개,2022-06-11,-
5190,참외,222,참외(10kg),00,상품,04,10kg,2022-06-11,-
5191,참외,222,참외(10kg),00,중품,05,10kg,2022-06-11,-
5192,오이,223,다다기계통(100개),02,상품,04,100개,2022-06-11,-
5193,오이,223,다다기계통(100개),02,중품,05,100개,2022-06-11,-
5194,오이,223,취청(50개),03,상품,04,50개,2022-06-11,-
5195,오이,223,취청(50개),03,중품,05,50개,2022-06-11,-
5196,호박,224,애호박(20개),01,상품,04,20개,2022-06-11,-
5197,호박,224,애호박(20개),01,중품,05,20개,2022-06-11,-
5198,호박,224,쥬키니(10kg),02,상품,04,10kg,2022-06-11,-
5199,호박,224,쥬키니(10kg),02,중품,05,10kg,2022-06-11,-
5200,토마토,225,토마토(5kg),00,상품,04,5kg,2022-06-11,-
5201,토마토,225,토마토(5kg),00,중품,05,5kg,2022-06-11,-
5202,무,231,봄(20kg),01,상품,04,20kg,2022-06-11,-
5203,무,231,봄(20kg),01,중품,05,20kg,2022-06-11,-
5204,무,231,월동(20kg),06,상품,04,20kg,2022-06-11,-
5205,무,231,월동(20kg),06,중품,05,20kg,2022-06-11,-
5206,당근,232,무세척(20kg),01,상품,04,20kg,2022-06-11,-
5207,당근,232,무세척(20kg),01,중품,05,20kg,2022-06-11,-
5208,당근,232,세척(수입)(10kg),10,중품,05,10kg,2022-06-11,-
5209,열무,233,열무(4kg),00,상품,04,4kg,2022-06-11,-
5210,열무,233,열무(4kg),00,중품,05,4kg,2022-06-11,-
5211,건고추,241,화건(30kg),00,상품,04,30kg,2022-06-11,-
5212,건고추,241,화건(30kg),00,중품,05,30kg,2022-06-11,-
5213,건고추,241,양건(30kg),02,상품,04,30kg,2022-06-11,-
5214,건고추,241,양건(30kg),02,중품,05,30kg,2022-06-11,-
5215,풋고추,242,풋고추(10kg),00,상품,04,10kg,2022-06-11,-
5216,풋고추,242,풋고추(10kg),00,중품,05,10kg,2022-06-11,-
5217,풋고추,242,꽈리고추(4kg),02,상품,04,4kg,2022-06-11,-
5218,풋고추,242,꽈리고추(4kg),02,중품,05,4kg,2022-06-11,-
5219,풋고추,242,청양고추(10kg),03,상품,04,10kg,2022-06-11,-
5220,풋고추,242,청양고추(10kg),03,중품,05,10kg,2022-06-11,-
5221,풋고추,242,오이맛고추(10kg),04,상품,04,10kg,2022-06-11,-
5222,풋고추,242,오이맛고추(10kg),04,중품,05,10kg,2022-06-11,-
5223,붉은고추,243,붉은고추(10kg),00,상품,04,10kg,2022-06-11,-
5224,붉은고추,243,붉은고추(10kg),00,중품,05,10kg,2022-06-11,-
5225,피마늘,244,난지(대서)(10kg),22,상품,04,10kg,2022-06-11,-
5226,피마늘,244,난지(대서)(10kg),22,중품,05,10kg,2022-06-11,-
5227,양파,245,양파(15kg),00,상품,04,15kg,2022-06-11,-
5228,양파,245,양파(15kg),00,중품,05,15kg,2022-06-11,-
5229,파,246,대파(1kg),00,상품,04,1kg,2022-06-11,-
5230,파,246,대파(1kg),00,중품,05,1kg,2022-06-11,-
5231,파,246,쪽파(1kg),02,상품,04,1kg,2022-06-11,-
5232,파,246,쪽파(1kg),02,중품,05,1kg,2022-06-11,-
5233,생강,247,국산(10kg),00,상품,04,10kg,2022-06-11,-
5234,생강,247,국산(10kg),00,중품,05,10kg,2022-06-11,-
5235,생강,247,수입(10kg),01,중품,05,10kg,2022-06-11,-
5236,미나리,252,미나리(7.5kg),00,상품,04,7.5kg,2022-06-11,-
5237,미나리,252,미나리(7.5kg),00,중품,05,7.5kg,2022-06-11,-
5238,깻잎,253,깻잎(2kg),00,상품,04,2kg,2022-06-11,-
5239,깻잎,253,깻잎(2kg),00,중품,05,2kg,2022-06-11,-
5240,피망,255,청(10kg),00,상품,04,10kg,2022-06-11,-
5241,피망,255,청(10kg),00,중품,05,10kg,2022-06-11,-
5242,파프리카,256,파프리카(5kg),00,상품,04,5kg,2022-06-11,-
5243,파프리카,256,파프리카(5kg),00,중품,05,5kg,2022-06-11,-
5244,멜론,257,멜론(8kg),00,상품,04,8kg,2022-06-11,-
5245,멜론,257,멜론(8kg),00,중품,05,8kg,2022-06-11,-
5246,깐마늘(국산),258,깐마늘(대서)(20kg),03,상품,04,20kg,2022-06-11,-
5247,깐마늘(국산),258,깐마늘(대서)(20kg),03,중품,05,20kg,2022-06-11,-
5248,깐마늘(국산),258,깐마늘(남도)(20kg),05,상품,04,20kg,2022-06-11,-
5249,깐마늘(국산),258,깐마늘(남도)(20kg),05,중품,05,20kg,2022-06-11,-
5250,방울토마토,422,대추방울토마토(1kg),02,상품,04,1kg,2022-06-11,-
5251,방울토마토,422,대추방울토마토(1kg),02,중품,05,1kg,2022-06-11,-
5252,배추,211,봄(10kg),01,상품,04,10kg,2022-06-10,"9,400"
5253,배추,211,봄(10kg),01,중품,05,10kg,2022-06-10,"8,400"
5254,양배추,212,양배추(8kg),00,상품,04,8kg,2022-06-10,"5,660"
5255,양배추,212,양배추(8kg),00,중품,05,8kg,2022-06-10,"5,160"
5256,시금치,213,시금치(4kg),00,상품,04,4kg,2022-06-10,"14,200"
5257,시금치,213,시금치(4kg),00,중품,05,4kg,2022-06-10,"12,200"
5258,상추,214,적(4kg),01,상품,04,4kg,2022-06-10,"20,200"
5259,상추,214,적(4kg),01,중품,05,4kg,2022-06-10,"18,200"
5260,상추,214,청(4kg),02,상품,04,4kg,2022-06-10,"16,200"
5261,상추,214,청(4kg),02,중품,05,4kg,2022-06-10,"13,200"
5262,얼갈이배추,215,얼갈이배추(4kg),00,상품,04,4kg,2022-06-10,"6,250"
5263,얼갈이배추,215,얼갈이배추(4kg),00,중품,05,4kg,2022-06-10,"5,250"
5264,수박,221,수박(1개),00,상품,04,1개,2022-06-10,"21,600"
5265,수박,221,수박(1개),00,중품,05,1개,2022-06-10,"17,600"
5266,참외,222,참외(10kg),00,상품,04,10kg,2022-06-10,"34,000"
5267,참외,222,참외(10kg),00,중품,05,10kg,2022-06-10,"29,000"
5268,오이,223,다다기계통(100개),02,상품,04,100개,2022-06-10,"40,200"
5269,오이,223,다다기계통(100개),02,중품,05,100개,2022-06-10,"34,200"
5270,오이,223,취청(50개),03,상품,04,50개,2022-06-10,"23,500"
5271,오이,223,취청(50개),03,중품,05,50개,2022-06-10,"19,000"
5272,호박,224,애호박(20개),01,상품,04,20개,2022-06-10,"20,200"
5273,호박,224,애호박(20개),01,중품,05,20개,2022-06-10,"18,200"
5274,호박,224,쥬키니(10kg),02,상품,04,10kg,2022-06-10,"10,500"
5275,호박,224,쥬키니(10kg),02,중품,05,10kg,2022-06-10,"8,500"
5276,토마토,225,토마토(5kg),00,상품,04,5kg,2022-06-10,"11,400"
5277,토마토,225,토마토(5kg),00,중품,05,5kg,2022-06-10,"7,400"
5278,무,231,봄(20kg),01,상품,04,20kg,2022-06-10,"13,400"
5279,무,231,봄(20kg),01,중품,05,20kg,2022-06-10,"12,400"
5280,무,231,월동(20kg),06,상품,04,20kg,2022-06-10,"17,400"
5281,무,231,월동(20kg),06,중품,05,20kg,2022-06-10,"15,400"
5282,당근,232,무세척(20kg),01,상품,04,20kg,2022-06-10,"37,000"
5283,당근,232,무세척(20kg),01,중품,05,20kg,2022-06-10,"35,000"
5284,당근,232,세척(수입)(10kg),10,중품,05,10kg,2022-06-10,"11,600"
5285,열무,233,열무(4kg),00,상품,04,4kg,2022-06-10,"10,500"
5286,열무,233,열무(4kg),00,중품,05,4kg,2022-06-10,"9,500"
5287,건고추,241,화건(30kg),00,상품,04,30kg,2022-06-10,"600,000"
5288,건고추,241,화건(30kg),00,중품,05,30kg,2022-06-10,"550,000"
5289,건고추,241,양건(30kg),02,상품,04,30kg,2022-06-10,"750,000"
5290,건고추,241,양건(30kg),02,중품,05,30kg,2022-06-10,"700,000"
5291,풋고추,242,풋고추(10kg),00,상품,04,10kg,2022-06-10,"33,500"
5292,풋고추,242,풋고추(10kg),00,중품,05,10kg,2022-06-10,"25,500"
5293,풋고추,242,꽈리고추(4kg),02,상품,04,4kg,2022-06-10,"30,700"
5294,풋고추,242,꽈리고추(4kg),02,중품,05,4kg,2022-06-10,"25,700"
5295,풋고추,242,청양고추(10kg),03,상품,04,10kg,2022-06-10,"58,700"
5296,풋고추,242,청양고추(10kg),03,중품,05,10kg,2022-06-10,"52,200"
5297,풋고추,242,오이맛고추(10kg),04,상품,04,10kg,2022-06-10,"41,000"
5298,풋고추,242,오이맛고추(10kg),04,중품,05,10kg,2022-06-10,"38,500"
5299,붉은고추,243,붉은고추(10kg),00,상품,04,10kg,2022-06-10,"85,700"
5300,붉은고추,243,붉은고추(10kg),00,중품,05,10kg,2022-06-10,"76,500"
5301,피마늘,244,난지(대서)(10kg),22,상품,04,10kg,2022-06-10,"60,000"
5302,피마늘,244,난지(대서)(10kg),22,중품,05,10kg,2022-06-10,"55,000"
5303,양파,245,양파(15kg),00,상품,04,15kg,2022-06-10,"19,800"
5304,양파,245,양파(15kg),00,중품,05,15kg,2022-06-10,"18,800"
5305,파,246,대파(1kg),00,상품,04,1kg,2022-06-10,"1,870"
5306,파,246,대파(1kg),00,중품,05,1kg,2022-06-10,"1,470"
5307,파,246,쪽파(1kg),02,상품,04,1kg,2022-06-10,"8,500"
5308,파,246,쪽파(1kg),02,중품,05,1kg,2022-06-10,"8,000"
5309,생강,247,국산(10kg),00,상품,04,10kg,2022-06-10,"33,000"
5310,생강,247,국산(10kg),00,중품,05,10kg,2022-06-10,"23,000"
5311,생강,247,수입(10kg),01,중품,05,10kg,2022-06-10,"45,000"
5312,미나리,252,미나리(7.5kg),00,상품,04,7.5kg,2022-06-10,"26,600"
5313,미나리,252,미나리(7.5kg),00,중품,05,7.5kg,2022-06-10,"16,600"
5314,깻잎,253,깻잎(2kg),00,상품,04,2kg,2022-06-10,"25,200"
5315,깻잎,253,깻잎(2kg),00,중품,05,2kg,2022-06-10,"21,000"
5316,피망,255,청(10kg),00,상품,04,10kg,2022-06-10,"27,200"
5317,피망,255,청(10kg),00,중품,05,10kg,2022-06-10,"20,200"
5318,파프리카,256,파프리카(5kg),00,상품,04,5kg,2022-06-10,"17,700"
5319,파프리카,256,파프리카(5kg),00,중품,05,5kg,2022-06-10,"14,700"
5320,멜론,257,멜론(8kg),00,상품,04,8kg,2022-06-10,"41,200"
5321,멜론,257,멜론(8kg),00,중품,05,8kg,2022-06-10,"36,200"
5322,깐마늘(국산),258,깐마늘(대서)(20kg),03,상품,04,20kg,2022-06-10,"170,000"
5323,깐마늘(국산),258,깐마늘(대서)(20kg),03,중품,05,20kg,2022-06-10,"160,000"
5324,깐마늘(국산),258,깐마늘(남도)(20kg),05,상품,04,20kg,2022-06-10,"175,000"
5325,깐마늘(국산),258,깐마늘(남도)(20kg),05,중품,05,20kg,2022-06-10,"165,000"
5326,방울토마토,422,대추방울토마토(1kg),02,상품,04,1kg,2022-06-10,"4,700"
5327,방울토마토,422,대추방울토마토(1kg),02,중품,05,1kg,2022-06-10,"4,200"
5328,배추,211,봄(10kg),01,상품,04,10kg,2022-06-09,"9,400"
5329,배추,211,봄(10kg),01,중품,05,10kg,2022-06-09,"8,400"
5330,양배추,212,양배추(8kg),00,상품,04,8kg,2022-06-09,"6,330"
5331,양배추,212,양배추(8kg),00,중품,05,8kg,2022-06-09,"5,830"
5332,시금치,213,시금치(4kg),00,상품,04,4kg,2022-06-09,"14,700"
5333,시금치,213,시금치(4kg),00,중품,05,4kg,2022-06-09,"12,700"
5334,상추,214,적(4kg),01,상품,04,4kg,2022-06-09,"20,000"
5335,상추,214,적(4kg),01,중품,05,4kg,2022-06-09,"18,000"
5336,상추,214,청(4kg),02,상품,04,4kg,2022-06-09,"16,500"
5337,상추,214,청(4kg),02,중품,05,4kg,2022-06-09,"12,500"
5338,얼갈이배추,215,얼갈이배추(4kg),00,상품,04,4kg,2022-06-09,"6,000"
5339,얼갈이배추,215,얼갈이배추(4kg),00,중품,05,4kg,2022-06-09,"5,000"
5340,수박,221,수박(1개),00,상품,04,1개,2022-06-09,"23,000"
5341,수박,221,수박(1개),00,중품,05,1개,2022-06-09,"18,000"
5342,참외,222,참외(10kg),00,상품,04,10kg,2022-06-09,"34,000"
5343,참외,222,참외(10kg),00,중품,05,10kg,2022-06-09,"29,000"
5344,오이,223,다다기계통(100개),02,상품,04,100개,2022-06-09,"39,500"
5345,오이,223,다다기계통(100개),02,중품,05,100개,2022-06-09,"33,500"
5346,오이,223,취청(50개),03,상품,04,50개,2022-06-09,"21,700"
5347,오이,223,취청(50개),03,중품,05,50개,2022-06-09,"17,200"
5348,호박,224,애호박(20개),01,상품,04,20개,2022-06-09,"20,700"
5349,호박,224,애호박(20개),01,중품,05,20개,2022-06-09,"18,700"
5350,호박,224,쥬키니(10kg),02,상품,04,10kg,2022-06-09,"10,000"
5351,호박,224,쥬키니(10kg),02,중품,05,10kg,2022-06-09,"8,000"
5352,토마토,225,토마토(5kg),00,상품,04,5kg,2022-06-09,"11,400"
5353,토마토,225,토마토(5kg),00,중품,05,5kg,2022-06-09,"7,400"
5354,무,231,봄(20kg),01,상품,04,20kg,2022-06-09,"13,400"
